OtuName	Core	TotalRelativeabundance	TotalOcurrence	Relative.abundance.y1	Relative.abundance.y2	Relative.abundance.y3	Ocurrence.y1	Ocurrence.y2	Ocurrence.y3	Locus	size	Taxonomy	Kingdom	Phylum	Class	Order	Family	Genus	Species
BacV5_Otu_000279	no	0.000292317	0.723300971	0.000284115	0.000277543	0.00031397	0.734375	0.657142857	0.777777778	BacV5	832	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Nocardioidaceae(100);g__Kribbella(100);g__Kribbella_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Nocardioidaceae	g__Kribbella	g__Kribbella_unclassified
BacV5_Otu_000280	no	0.000431668	0.165048544	0.001305032	4.16E-06	7.10E-05	0.21875	0.042857143	0.236111111	BacV5	829	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__[Exiguobacteraceae](99);g__Exiguobacterium(99);g__Exiguobacterium_unclassified(99);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__[Exiguobacteraceae]	g__Exiguobacterium	g__Exiguobacterium_unclassified
BacV5_Otu_000282	no	0.000312307	0.519417476	0.000438815	0.000203823	0.000305325	0.453125	0.557142857	0.541666667	BacV5	823	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micrococcaceae(100);g__Arthrobacter(100);g__Arthrobacter_unclassified(85);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micrococcaceae	g__Arthrobacter	g__Arthrobacter_unclassified
BacV5_Otu_000283	no	0.000252417	0.684466019	0.000221483	0.000215297	0.000316004	0.703125	0.614285714	0.736111111	BacV5	818	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Phenylobacterium(76);g__Phenylobacterium_unclassified(76);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	g__Phenylobacterium_unclassified
BacV5_Otu_000284	no	0.000340888	0.315533981	0.000142148	0.000801927	6.93E-05	0.359375	0.471428571	0.125	BacV5	816	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylobacteriaceae(100);g__Magnetospirillum(92);s__magnetotacticum(92);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Magnetospirillum	s__magnetotacticum
BacV5_Otu_000285	no	0.000303447	0.601941748	0.000454804	0.000379214	9.52E-05	0.703125	0.6	0.513888889	BacV5	815	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(82);f__Comamonadaceae_unclassified(82);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000286	no	0.0003037	0.737864078	0.000309233	0.000297111	0.000305188	0.734375	0.7	0.777777778	BacV5	809	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__SC-I-84(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);o__SC-I-84_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__SC-I-84	o__SC-I-84_unclassified	o__SC-I-84_unclassified	o__SC-I-84_unclassified
BacV5_Otu_000288	no	0.000295893	0.708737864	0.000365606	0.000290226	0.000239434	0.65625	0.757142857	0.708333333	BacV5	803	"k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__EB1017(100);f__EB1017_unclassified(100);f__EB1017_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	f__EB1017_unclassified	f__EB1017_unclassified
BacV5_Otu_000289	no	0.000333589	0.388349515	0.000246989	0.000723983	3.10E-05	0.40625	0.614285714	0.152777778	BacV5	796	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylobacteriaceae(100);g__Methylobacterium(100);s__adhaesivum(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__adhaesivum
BacV5_Otu_000290	no	0.000291967	0.32038835	0.000287393	0.000554318	4.10E-05	0.25	0.428571429	0.277777778	BacV5	783	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);s__asaccharolytica(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__asaccharolytica
BacV5_Otu_000291	no	0.000302228	0.398058252	9.15E-05	0.000722295	8.12E-05	0.234375	0.757142857	0.194444444	BacV5	782	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Microbacteriaceae(100);f__Microbacteriaceae_unclassified(97);f__Microbacteriaceae_unclassified(97);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Microbacteriaceae	f__Microbacteriaceae_unclassified	f__Microbacteriaceae_unclassified
BacV5_Otu_000292	no	0.000271188	0.334951456	0.000592802	0.000254377	1.65E-06	0.546875	0.457142857	0.027777778	BacV5	780	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Hydrogenophaga(99);s__palleronii(96);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Hydrogenophaga	s__palleronii
BacV5_Otu_000293	no	0.000318333	0.315533981	0.000286935	0.000657028	1.70E-05	0.390625	0.442857143	0.125	BacV5	778	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Aurantimonadaceae(100);f__Aurantimonadaceae_unclassified(96);f__Aurantimonadaceae_unclassified(96);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Aurantimonadaceae	f__Aurantimonadaceae_unclassified	f__Aurantimonadaceae_unclassified
BacV5_Otu_000294	no	0.000270246	0.626213592	0.000346694	0.000196921	0.000273581	0.5625	0.7	0.611111111	BacV5	777	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(100);f__[Kouleothrixaceae]_unclassified(100);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
BacV5_Otu_000295	no	0.000276442	0.655339806	0.000391431	0.000141991	0.000304945	0.71875	0.571428571	0.680555556	BacV5	767	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(55);f__Comamonadaceae_unclassified(55);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000297	no	0.000259504	0.640776699	0.000269708	0.000167378	0.000340002	0.65625	0.585714286	0.680555556	BacV5	763	"k__Bacteria(100);p__Bacteroidetes(100);c__Cytophagia(100);o__Cytophagales(100);f__Cytophagaceae(100);g__Hymenobacter(100);g__Hymenobacter_unclassified(100);"	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Hymenobacter	g__Hymenobacter_unclassified
BacV5_Otu_000299	no	0.000288909	0.815533981	0.000367948	0.000243124	0.000263165	0.875	0.8	0.777777778	BacV5	759	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(98);g__Rhodoplanes(98);g__Rhodoplanes_unclassified(98);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	g__Rhodoplanes_unclassified
BacV5_Otu_000300	no	0.000173555	0.475728155	0.000112231	4.58E-05	0.00035226	0.546875	0.342857143	0.541666667	BacV5	759	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Micromonosporaceae(100);f__Micromonosporaceae_unclassified(67);f__Micromonosporaceae_unclassified(67);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Micromonosporaceae	f__Micromonosporaceae_unclassified	f__Micromonosporaceae_unclassified
BacV5_Otu_000301	no	0.000241483	0.606796117	0.000118786	0.000122683	0.000466045	0.5	0.442857143	0.861111111	BacV5	757	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Paenibacillaceae(100);g__Paenibacillus(100);g__Paenibacillus_unclassified(98);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	g__Paenibacillus_unclassified
BacV5_Otu_000302	no	0.000361079	0.485436893	0.000661109	0.000381394	7.46E-05	0.640625	0.628571429	0.208333333	BacV5	757	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Sphingomonadales(100);f__Sphingomonadaceae(100);g__Sphingomonas(100);g__Sphingomonas_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	g__Sphingomonas_unclassified
BacV5_Otu_000303	no	0.000281089	0.737864078	0.000298434	0.000176965	0.000366903	0.78125	0.628571429	0.805555556	BacV5	756	"k__Bacteria(100);p__Actinobacteria(100);p__Actinobacteria_unclassified(86);p__Actinobacteria_unclassified(86);p__Actinobacteria_unclassified(86);p__Actinobacteria_unclassified(86);p__Actinobacteria_unclassified(86);"	k__Bacteria	p__Actinobacteria	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified	p__Actinobacteria_unclassified
BacV5_Otu_000304	no	0.000269123	0.72815534	0.000381555	0.000140164	0.000294559	0.734375	0.557142857	0.888888889	BacV5	750	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Myxococcales(100);f__Polyangiaceae(100);f__Polyangiaceae_unclassified(99);f__Polyangiaceae_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Polyangiaceae	f__Polyangiaceae_unclassified	f__Polyangiaceae_unclassified
BacV5_Otu_000305	no	0.000232137	0.548543689	8.03E-05	0.000270063	0.000330268	0.375	0.485714286	0.763888889	BacV5	746	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Sporichthyaceae(100);f__Sporichthyaceae_unclassified(100);f__Sporichthyaceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Sporichthyaceae	f__Sporichthyaceae_unclassified	f__Sporichthyaceae_unclassified
BacV5_Otu_000307	no	0.000237225	0.067961165	0.000729084	2.96E-05	1.92E-06	0.140625	0.057142857	0.013888889	BacV5	732	"k__Bacteria(100);p__[Thermi](100);c__Deinococci(100);o__Deinococcales(100);f__Deinococcaceae(100);g__Deinococcus(100);g__Deinococcus_unclassified(100);"	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	g__Deinococcus_unclassified
BacV5_Otu_000308	no	0.00024092	0.291262136	0.000154482	2.85E-05	0.000524234	0.203125	0.114285714	0.541666667	BacV5	721	"k__Bacteria(100);p__Actinobacteria(100);c__Actinobacteria(100);o__Actinomycetales(100);f__Kineosporiaceae(100);f__Kineosporiaceae_unclassified(94);f__Kineosporiaceae_unclassified(94);"	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Actinomycetales	f__Kineosporiaceae	f__Kineosporiaceae_unclassified	f__Kineosporiaceae_unclassified
BacV5_Otu_000309	no	0.000182465	0.131067961	0.00011413	2.96E-05	0.000391848	0.078125	0.014285714	0.291666667	BacV5	717	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Rhizobiaceae(95);f__Rhizobiaceae_unclassified(94);f__Rhizobiaceae_unclassified(94);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	f__Rhizobiaceae_unclassified	f__Rhizobiaceae_unclassified
BacV5_Otu_000310	no	0.000261079	0.262135922	0.00060362	0.000215201	1.20E-06	0.5	0.3	0.013888889	BacV5	717	"k__Bacteria(100);p__[Thermi](100);c__Deinococci(100);o__Deinococcales(100);f__Deinococcaceae(100);g__Deinococcus(100);g__Deinococcus_unclassified(100);"	k__Bacteria	p__[Thermi]	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	g__Deinococcus_unclassified
BacV5_Otu_000312	no	0.000241393	0.509708738	0.000388071	0.000121685	0.000227396	0.515625	0.385714286	0.625	BacV5	715	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Bdellovibrionales(100);f__Bdellovibrionaceae(100);g__Bdellovibrio(100);g__Bdellovibrio_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Bdellovibrionales	f__Bdellovibrionaceae	g__Bdellovibrio	g__Bdellovibrio_unclassified
BacV5_Otu_000313	no	0.000207861	0.466019417	0.000160291	0.000138091	0.000317977	0.46875	0.485714286	0.444444444	BacV5	714	"k__Bacteria(100);p__Chloroflexi(100);c__TK10(100);o__AKYG885(100);f__Dolo_23(100);f__Dolo_23_unclassified(100);f__Dolo_23_unclassified(100);"	k__Bacteria	p__Chloroflexi	c__TK10	o__AKYG885	f__Dolo_23	f__Dolo_23_unclassified	f__Dolo_23_unclassified
BacV5_Otu_000314	no	0.00025184	0.699029126	0.000301038	0.000198307	0.000260154	0.6875	0.671428571	0.736111111	BacV5	714	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Xanthomonadales(89);f__Sinobacteraceae(88);f__Sinobacteraceae_unclassified(88);f__Sinobacteraceae_unclassified(88);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__Sinobacteraceae	f__Sinobacteraceae_unclassified	f__Sinobacteraceae_unclassified
BacV5_Otu_000315	no	0.000230098	0.538834951	0.000184063	0.000126176	0.000372054	0.375	0.485714286	0.736111111	BacV5	711	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);g__Paucibacter(78);g__Paucibacter_unclassified(78);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Paucibacter	g__Paucibacter_unclassified
BacV5_Otu_000316	no	0.000402568	0.218446602	0.000240468	0.000907324	5.59E-05	0.1875	0.4	0.069444444	BacV5	706	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Comamonadaceae(100);f__Comamonadaceae_unclassified(98);f__Comamonadaceae_unclassified(98);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	f__Comamonadaceae_unclassified	f__Comamonadaceae_unclassified
BacV5_Otu_000317	no	0.000269181	0.708737864	0.000390536	0.000203416	0.000225247	0.765625	0.671428571	0.694444444	BacV5	705	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Gaiellales(100);f__Gaiellaceae(100);f__Gaiellaceae_unclassified(100);f__Gaiellaceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__Gaiellaceae	f__Gaiellaceae_unclassified	f__Gaiellaceae_unclassified
BacV5_Otu_000318	no	0.000236286	0.67961165	0.000322956	0.000196376	0.000198048	0.734375	0.585714286	0.722222222	BacV5	704	"k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__C111(100);f__C111_unclassified(100);f__C111_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__C111	f__C111_unclassified	f__C111_unclassified
BacV5_Otu_000319	no	0.000269887	0.533980583	0.000428062	0.000198995	0.000198208	0.625	0.585714286	0.402777778	BacV5	704	"k__Bacteria(100);p__Chloroflexi(100);c__Chloroflexi(100);o__[Roseiflexales](100);f__[Kouleothrixaceae](100);f__[Kouleothrixaceae]_unclassified(100);f__[Kouleothrixaceae]_unclassified(100);"	k__Bacteria	p__Chloroflexi	c__Chloroflexi	o__[Roseiflexales]	f__[Kouleothrixaceae]	f__[Kouleothrixaceae]_unclassified	f__[Kouleothrixaceae]_unclassified
BacV5_Otu_000320	no	0.000259257	0.786407767	0.000169766	0.000259828	0.000338249	0.65625	0.757142857	0.930555556	BacV5	699	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Bacillaceae(100);g__Bacillus(100);s__flexus(86);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__flexus
BacV5_Otu_000321	no	0.000240543	0.67961165	0.000267494	0.000202261	0.000253805	0.8125	0.542857143	0.694444444	BacV5	694	"k__Bacteria(100);p__Actinobacteria(100);c__MB-A2-108(100);o__0319-7L14(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);o__0319-7L14_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__0319-7L14	o__0319-7L14_unclassified	o__0319-7L14_unclassified	o__0319-7L14_unclassified
BacV5_Otu_000322	no	0.000249761	0.669902913	0.000280912	0.000209051	0.000261651	0.609375	0.657142857	0.736111111	BacV5	693	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(100);g__Pedomicrobium(100);g__Pedomicrobium_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Pedomicrobium	g__Pedomicrobium_unclassified
BacV5_Otu_000323	no	0.000264588	0.708737864	0.000317801	0.000152459	0.000326303	0.734375	0.614285714	0.777777778	BacV5	690	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);o__Solirubrobacterales_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified	o__Solirubrobacterales_unclassified
BacV5_Otu_000324	no	0.000248681	0.747572816	0.000329945	0.000154241	0.000268263	0.78125	0.628571429	0.833333333	BacV5	687	"k__Bacteria(100);p__Actinobacteria(100);c__Acidimicrobiia(100);o__Acidimicrobiales(100);f__EB1017(100);f__EB1017_unclassified(100);f__EB1017_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__EB1017	f__EB1017_unclassified	f__EB1017_unclassified
BacV5_Otu_000325	no	0.000170534	0.17961165	7.39E-05	8.09E-06	0.000414353	0.234375	0.1	0.208333333	BacV5	677	"k__Bacteria(100);p__Proteobacteria(100);c__Deltaproteobacteria(100);o__Spirobacillales(100);o__Spirobacillales_unclassified(100);o__Spirobacillales_unclassified(100);o__Spirobacillales_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Spirobacillales	o__Spirobacillales_unclassified	o__Spirobacillales_unclassified	o__Spirobacillales_unclassified
BacV5_Otu_000326	no	0.000243468	0.631067961	0.000306794	0.00010451	0.000322275	0.625	0.485714286	0.777777778	BacV5	676	"k__Bacteria(100);p__Firmicutes(100);c__Clostridia(100);o__Clostridiales(100);f__Clostridiaceae(100);g__Clostridium(100);s__bowmanii(100);"	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__bowmanii
BacV5_Otu_000328	no	0.000297645	0.524271845	0.000266875	0.000527758	0.000101275	0.640625	0.642857143	0.305555556	BacV5	669	"k__Bacteria(100);p__Bacteroidetes(100);c__Flavobacteriia(100);o__Flavobacteriales(100);f__Flavobacteriaceae(100);f__Flavobacteriaceae_unclassified(72);f__Flavobacteriaceae_unclassified(72);"	k__Bacteria	p__Bacteroidetes	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	f__Flavobacteriaceae_unclassified	f__Flavobacteriaceae_unclassified
BacV5_Otu_000329	no	0.000234023	0.597087379	0.000206516	0.000290743	0.000203329	0.46875	0.671428571	0.638888889	BacV5	667	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__MND1(100);o__MND1_unclassified(100);o__MND1_unclassified(100);o__MND1_unclassified(100);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__MND1	o__MND1_unclassified	o__MND1_unclassified	o__MND1_unclassified
BacV5_Otu_000330	no	0.000227983	0.582524272	0.000384064	0.00014367	0.000171215	0.65625	0.557142857	0.541666667	BacV5	667	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);g__Phenylobacterium(84);g__Phenylobacterium_unclassified(84);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Phenylobacterium	g__Phenylobacterium_unclassified
BacV5_Otu_000331	no	0.00027795	0.45631068	0.000280268	0.000471252	8.80E-05	0.46875	0.428571429	0.472222222	BacV5	661	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Methylobacteriaceae(100);g__Methylobacterium(100);s__mesophilicum(100);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Methylobacteriaceae	g__Methylobacterium	s__mesophilicum
BacV5_Otu_000332	no	0.000255579	0.77184466	0.000332751	0.000252892	0.000189594	0.8125	0.771428571	0.736111111	BacV5	661	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Rhizobiales(100);f__Hyphomicrobiaceae(99);g__Rhodoplanes(99);g__Rhodoplanes_unclassified(99);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Rhodoplanes	g__Rhodoplanes_unclassified
BacV5_Otu_000333	no	0.000240702	0.713592233	0.000288896	0.000215165	0.00022269	0.75	0.657142857	0.736111111	BacV5	649	"k__Bacteria(100);p__Acidobacteria(100);c__Acidobacteriia(100);o__Acidobacteriales(100);f__Koribacteraceae(100);f__Koribacteraceae_unclassified(100);f__Koribacteraceae_unclassified(100);"	k__Bacteria	p__Acidobacteria	c__Acidobacteriia	o__Acidobacteriales	f__Koribacteraceae	f__Koribacteraceae_unclassified	f__Koribacteraceae_unclassified
BacV5_Otu_000334	no	0.000218901	0.577669903	7.51E-05	0.000141405	0.000422059	0.4375	0.571428571	0.708333333	BacV5	648	"k__Bacteria(100);p__Proteobacteria(100);c__Betaproteobacteria(100);o__Burkholderiales(100);f__Oxalobacteraceae(100);f__Oxalobacteraceae_unclassified(84);f__Oxalobacteraceae_unclassified(84);"	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	f__Oxalobacteraceae_unclassified	f__Oxalobacteraceae_unclassified
BacV5_Otu_000335	no	0.000227613	0.305825243	3.64E-05	0.000415231	0.000215159	0.140625	0.228571429	0.527777778	BacV5	648	"k__Bacteria(100);p__Proteobacteria(100);c__Alphaproteobacteria(100);o__Caulobacterales(100);f__Caulobacteraceae(100);f__Caulobacteraceae_unclassified(51);f__Caulobacteraceae_unclassified(51);"	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	f__Caulobacteraceae_unclassified	f__Caulobacteraceae_unclassified
BacV5_Otu_000336	no	0.000241034	0.689320388	0.000183823	0.000159045	0.000371599	0.609375	0.614285714	0.833333333	BacV5	645	"k__Bacteria(100);p__Firmicutes(100);c__Bacilli(100);o__Bacillales(100);f__Planococcaceae(82);f__Planococcaceae_unclassified(82);f__Planococcaceae_unclassified(82);"	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Planococcaceae	f__Planococcaceae_unclassified	f__Planococcaceae_unclassified
BacV5_Otu_000337	no	0.000122913	0.048543689	0.000338367	1.46E-05	3.67E-05	0.046875	0.028571429	0.069444444	BacV5	642	"k__Bacteria(77);k__Bacteria_unclassified(77);k__Bacteria_unclassified(77);k__Bacteria_unclassified(77);k__Bacteria_unclassified(77);k__Bacteria_unclassified(77);k__Bacteria_unclassified(77);"	k__Bacteria	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified	k__Bacteria_unclassified
BacV5_Otu_000338	no	0.000221579	0.40776699	0.000516546	0.00012784	5.05E-05	0.578125	0.414285714	0.25	BacV5	640	"k__Bacteria(100);p__Gemmatimonadetes(100);c__Gemmatimonadetes(100);o__Gemmatimonadales(100);f__A1-B1(100);f__A1-B1_unclassified(100);f__A1-B1_unclassified(100);"	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	f__A1-B1_unclassified	f__A1-B1_unclassified
BacV5_Otu_000339	no	0.000238558	0.718446602	0.000225783	0.000162639	0.000323725	0.71875	0.614285714	0.819444444	BacV5	636	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);f__Solirubrobacteraceae(100);f__Solirubrobacteraceae_unclassified(100);f__Solirubrobacteraceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Solirubrobacteraceae	f__Solirubrobacteraceae_unclassified	f__Solirubrobacteraceae_unclassified
BacV5_Otu_000340	no	0.00017838	0.349514563	6.30E-05	4.20E-05	0.000413496	0.296875	0.257142857	0.486111111	BacV5	633	"k__Bacteria(100);p__Actinobacteria(100);c__Thermoleophilia(100);o__Solirubrobacterales(100);f__Patulibacteraceae(100);f__Patulibacteraceae_unclassified(100);f__Patulibacteraceae_unclassified(100);"	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	f__Patulibacteraceae_unclassified	f__Patulibacteraceae_unclassified
BacV5_Otu_000341	no	0.000205942	0.67961165	0.000248542	0.000175525	0.000197647	0.703125	0.671428571	0.666666667	BacV5	631	"k__Bacteria(100);p__Proteobacteria(100);c__Gammaproteobacteria(100);o__Thiotrichales(71);f__Piscirickettsiaceae(70);f__Piscirickettsiaceae_unclassified(70);f__Piscirickettsiaceae_unclassified(70);"	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	f__Piscirickettsiaceae_unclassified	f__Piscirickettsiaceae_unclassified
