SUID	cooc_method	interaction	interactionType	Node1	Node2	name	pval	qval	selected	shared.interaction	shared.name	weight
222913	correl_spearman	NA	copresence	BacV5-Otu-000103	BacV5-Otu-000098	BacV5-Otu-000103->BacV5-Otu-000098=correl_spearman	8.56729475295914e-05	8.56729475295914e-05	false	NA	BacV5-Otu-000103->BacV5-Otu-000098=correl_spearman	0.543853737643115
222916	correl_spearman	NA	copresence	Ftrad-Otu-00028	Ftrad-Otu-00071	Ftrad-Otu-00028->Ftrad-Otu-00071=correl_spearman	5.26022238911406e-06	5.26022238911406e-06	false	NA	Ftrad-Otu-00028->Ftrad-Otu-00071=correl_spearman	5.26e-06
222919	correl_spearman	NA	copresence	BacV5-Otu-000255	BacV5-Otu-000334	BacV5-Otu-000255->BacV5-Otu-000334=correl_spearman	5.68748264262453e-07	5.68748264262453e-07	false	NA	BacV5-Otu-000255->BacV5-Otu-000334=correl_spearman	5.7e-07
222927	correl_spearman	NA	copresence	BacV5-Otu-000098	BacV5-Otu-000073	BacV5-Otu-000098->BacV5-Otu-000073=correl_spearman	2.91530866114442e-09	2.91530866114442e-09	false	NA	BacV5-Otu-000098->BacV5-Otu-000073=correl_spearman	0.737227830315835
222930	correl_spearman	NA	mutualExclusion	BacV5-Otu-000161	Ftrad-Otu-00121	BacV5-Otu-000161->Ftrad-Otu-00121=correl_spearman	1.31579863111853e-05	1.31579863111853e-05	false	NA	BacV5-Otu-000161->Ftrad-Otu-00121=correl_spearman	1.316e-05
222935	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00041	BacV5-Otu-000040	Ftrad-Otu-00041->BacV5-Otu-000040=correl_spearman	3.75780945431892e-05	3.75780945431892e-05	false	NA	Ftrad-Otu-00041->BacV5-Otu-000040=correl_spearman	-0.566456953959384
222936	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00055	BacV5-Otu-000103	Ftrad-Otu-00055->BacV5-Otu-000103=correl_spearman	3.77047366341143e-05	3.77047366341143e-05	false	NA	Ftrad-Otu-00055->BacV5-Otu-000103=correl_spearman	-0.566368410908788
222939	correl_spearman	NA	copresence	BacV5-Otu-000199	BacV5-Otu-000136	BacV5-Otu-000199->BacV5-Otu-000136=correl_spearman	0.000200712629341626	0.000200712629341626	false	NA	BacV5-Otu-000199->BacV5-Otu-000136=correl_spearman	0.518382352941177
222940	correl_spearman	NA	copresence	BacV5-Otu-000041	BacV5-Otu-000098	BacV5-Otu-000041->BacV5-Otu-000098=correl_spearman	7.07834073427893e-05	7.07834073427893e-05	false	NA	BacV5-Otu-000041->BacV5-Otu-000098=correl_spearman	7.078e-05
222942	correl_spearman	NA	copresence	Ftrad-Otu-00066	Ftrad-Otu-00121	Ftrad-Otu-00066->Ftrad-Otu-00121=correl_spearman	1.11954147483662e-05	1.11954147483662e-05	false	NA	Ftrad-Otu-00066->Ftrad-Otu-00121=correl_spearman	1.12e-05
222944	correl_spearman	NA	copresence	BacV5-Otu-000074	BacV5-Otu-000161	BacV5-Otu-000074->BacV5-Otu-000161=correl_spearman	5.15749156123624e-05	5.15749156123624e-05	false	NA	BacV5-Otu-000074->BacV5-Otu-000161=correl_spearman	5.157e-05
222947	correl_spearman	NA	copresence	BacV5-Otu-000205	BacV5-Otu-000203	BacV5-Otu-000205->BacV5-Otu-000203=correl_spearman	1.28303848789812e-06	1.28303848789812e-06	false	NA	BacV5-Otu-000205->BacV5-Otu-000203=correl_spearman	0.642779714383348
222949	correl_spearman	NA	copresence	BacV5-Otu-000103	BacV5-Otu-000012	BacV5-Otu-000103->BacV5-Otu-000012=correl_spearman	2.50103208743191e-06	2.50103208743191e-06	false	NA	BacV5-Otu-000103->BacV5-Otu-000012=correl_spearman	0.629442508710801
222951	correl_spearman	NA	copresence	BacV5-Otu-000098	Otrad-Otu-00003	BacV5-Otu-000098->Otrad-Otu-00003=correl_spearman	0.000190922209720057	0.000190922209720057	false	NA	BacV5-Otu-000098->Otrad-Otu-00003=correl_spearman	0.00019092
222953	correl_spearman	NA	mutualExclusion	BacV5-Otu-000107	Ftrad-Otu-00066	BacV5-Otu-000107->Ftrad-Otu-00066=correl_spearman	0.000186066825810793	0.000186066825810793	false	NA	BacV5-Otu-000107->Ftrad-Otu-00066=correl_spearman	0.00018607
222958	correl_spearman	NA	mutualExclusion	BacV5-Otu-000143	Ftrad-Otu-00067	BacV5-Otu-000143->Ftrad-Otu-00067=correl_spearman	0.00031940718652046	0.00031940718652046	false	NA	BacV5-Otu-000143->Ftrad-Otu-00067=correl_spearman	0.00031941
222960	correl_spearman	NA	copresence	BacV5-Otu-000034	BacV5-Otu-000074	BacV5-Otu-000034->BacV5-Otu-000074=correl_spearman	1.40988422625554e-06	1.40988422625554e-06	false	NA	BacV5-Otu-000034->BacV5-Otu-000074=correl_spearman	1.41e-06
222962	correl_spearman	NA	copresence	BacV5-Otu-000092	BacV5-Otu-000065	BacV5-Otu-000092->BacV5-Otu-000065=correl_spearman	0.000244687837217428	0.000244687837217428	false	NA	BacV5-Otu-000092->BacV5-Otu-000065=correl_spearman	0.512110131489226
222963	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00106	BacV5-Otu-000006	Ftrad-Otu-00106->BacV5-Otu-000006=correl_spearman	0.000108707532239904	0.000108707532239904	false	NA	Ftrad-Otu-00106->BacV5-Otu-000006=correl_spearman	-0.536959857781787
222964	correl_spearman	NA	copresence	BacV5-Otu-000136	BacV5-Otu-000107	BacV5-Otu-000136->BacV5-Otu-000107=correl_spearman	2.90884415332648e-06	2.90884415332648e-06	false	NA	BacV5-Otu-000136->BacV5-Otu-000107=correl_spearman	0.626318366002885
222966	correl_spearman	NA	copresence	BacV5-Otu-000006	BacV5-Otu-000158	BacV5-Otu-000006->BacV5-Otu-000158=correl_spearman	4.09713972635561e-05	4.09713972635561e-05	false	NA	BacV5-Otu-000006->BacV5-Otu-000158=correl_spearman	4.097e-05
222968	correl_spearman	NA	mutualExclusion	BacV5-Otu-000085	BacV5-Otu-000084	BacV5-Otu-000085->BacV5-Otu-000084=correl_spearman	5.57732932626731e-06	5.57732932626731e-06	false	NA	BacV5-Otu-000085->BacV5-Otu-000084=correl_spearman	-0.612378261019024
222971	correl_spearman	NA	copresence	BacV5-Otu-000089	Otrad-Otu-00055	BacV5-Otu-000089->Otrad-Otu-00055=correl_spearman	3.48440125219618e-06	3.48440125219618e-06	false	NA	BacV5-Otu-000089->Otrad-Otu-00055=correl_spearman	3.48e-06
222974	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00092	BacV5-Otu-000039	Ftrad-Otu-00092->BacV5-Otu-000039=correl_spearman	6.04625627468325e-05	6.04625627468325e-05	false	NA	Ftrad-Otu-00092->BacV5-Otu-000039=correl_spearman	-0.553642458539802
222976	correl_spearman	NA	copresence	BacV5-Otu-000203	BacV5-Otu-000033	BacV5-Otu-000203->BacV5-Otu-000033=correl_spearman	5.36773374060218e-06	5.36773374060218e-06	false	NA	BacV5-Otu-000203->BacV5-Otu-000033=correl_spearman	0.613220715160179
222979	correl_spearman	NA	copresence	BacV5-Otu-000415	BacV5-Otu-000289	BacV5-Otu-000415->BacV5-Otu-000289=correl_spearman	2.903675966337e-09	2.903675966337e-09	false	NA	BacV5-Otu-000415->BacV5-Otu-000289=correl_spearman	0.737277298867351
222982	correl_spearman	NA	copresence	Ftrad-Otu-00059	BacV5-Otu-000160	Ftrad-Otu-00059->BacV5-Otu-000160=correl_spearman	7.78641116296885e-05	7.78641116296885e-05	false	NA	Ftrad-Otu-00059->BacV5-Otu-000160=correl_spearman	0.546572995050978
222983	correl_spearman	NA	copresence	BacV5-Otu-000041	BacV5-Otu-000012	BacV5-Otu-000041->BacV5-Otu-000012=correl_spearman	4.32687663476372e-10	4.32687663476372e-10	false	NA	BacV5-Otu-000041->BacV5-Otu-000012=correl_spearman	0.759407665505226
222988	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00050	BacV5-Otu-000017	Ftrad-Otu-00050->BacV5-Otu-000017=correl_spearman	0.000275111602041855	0.000275111602041855	false	NA	Ftrad-Otu-00050->BacV5-Otu-000017=correl_spearman	-0.508333889493122
222990	correl_spearman	NA	copresence	BacV5-Otu-000009	Ftrad-Otu-00066	BacV5-Otu-000009->Ftrad-Otu-00066=correl_spearman	6.72503164267368e-09	6.72503164267368e-09	false	NA	BacV5-Otu-000009->Ftrad-Otu-00066=correl_spearman	1e-08
222991	correl_spearman	NA	copresence	Ftrad-Otu-00091	Ftrad-Otu-00004	Ftrad-Otu-00091->Ftrad-Otu-00004=correl_spearman	6.98337396212168e-05	6.98337396212168e-05	false	NA	Ftrad-Otu-00091->Ftrad-Otu-00004=correl_spearman	0.54963758697704
222994	correl_spearman	NA	copresence	BacV5-Otu-000343	Ftrad-Otu-00141	BacV5-Otu-000343->Ftrad-Otu-00141=correl_spearman	0.000155108489454658	0.000155108489454658	false	NA	BacV5-Otu-000343->Ftrad-Otu-00141=correl_spearman	0.00015511
222996	correl_spearman	NA	copresence	BacV5-Otu-000102	BacV5-Otu-000074	BacV5-Otu-000102->BacV5-Otu-000074=correl_spearman	2.09317008170729e-11	2.09317008170729e-11	false	NA	BacV5-Otu-000102->BacV5-Otu-000074=correl_spearman	0.789547038327526
222998	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00114	BacV5-Otu-000334	Ftrad-Otu-00114->BacV5-Otu-000334=correl_spearman	0.000825088566444032	0.000825088566444032	false	NA	Ftrad-Otu-00114->BacV5-Otu-000334=correl_spearman	-0.470329053614815
223004	correl_spearman	NA	mutualExclusion	BacV5-Otu-000071	Ftrad-Otu-00031	BacV5-Otu-000071->Ftrad-Otu-00031=correl_spearman	0.000113056403023615	0.000113056403023615	false	NA	BacV5-Otu-000071->Ftrad-Otu-00031=correl_spearman	0.00011306
223007	correl_spearman	NA	copresence	BacV5-Otu-000197	BacV5-Otu-000027	BacV5-Otu-000197->BacV5-Otu-000027=correl_spearman	2.32525348087265e-07	2.32525348087265e-07	false	NA	BacV5-Otu-000197->BacV5-Otu-000027=correl_spearman	0.67377680896633
223009	correl_spearman	NA	mutualExclusion	BacV5-Otu-000115	BacV5-Otu-000009	BacV5-Otu-000115->BacV5-Otu-000009=correl_spearman	0.000601757846665052	0.000601757846665052	false	NA	BacV5-Otu-000115->BacV5-Otu-000009=correl_spearman	-0.481765116348587
223010	correl_spearman	NA	copresence	BacV5-Otu-000115	Ftrad-Otu-00091	BacV5-Otu-000115->Ftrad-Otu-00091=correl_spearman	1.52276245093397e-05	1.52276245093397e-05	false	NA	BacV5-Otu-000115->Ftrad-Otu-00091=correl_spearman	1.523e-05
223012	correl_spearman	NA	copresence	BacV5-Otu-000161	BacV5-Otu-000150	BacV5-Otu-000161->BacV5-Otu-000150=correl_spearman	5.76012793018776e-10	5.76012793018776e-10	false	NA	BacV5-Otu-000161->BacV5-Otu-000150=correl_spearman	0.756254255158798
223015	correl_spearman	NA	copresence	Ftrad-Otu-00020	Ftrad-Otu-00357	Ftrad-Otu-00020->Ftrad-Otu-00357=correl_spearman	8.75009424694539e-06	8.75009424694539e-06	false	NA	Ftrad-Otu-00020->Ftrad-Otu-00357=correl_spearman	8.75e-06
223017	correl_spearman	NA	copresence	BacV5-Otu-000030	BacV5-Otu-000073	BacV5-Otu-000030->BacV5-Otu-000073=correl_spearman	2.93493636194242e-06	2.93493636194242e-06	false	NA	BacV5-Otu-000030->BacV5-Otu-000073=correl_spearman	2.93e-06
223021	correl_spearman	NA	copresence	Ftrad-Otu-00066	Ftrad-Otu-00062	Ftrad-Otu-00066->Ftrad-Otu-00062=correl_spearman	1.83186799063151e-12	1.83186799063151e-12	false	NA	Ftrad-Otu-00066->Ftrad-Otu-00062=correl_spearman	0.810117522806903
223022	correl_spearman	NA	copresence	BacV5-Otu-000012	BacV5-Otu-000158	BacV5-Otu-000012->BacV5-Otu-000158=correl_spearman	3.43177726888078e-05	3.43177726888078e-05	false	NA	BacV5-Otu-000012->BacV5-Otu-000158=correl_spearman	3.432e-05
223023	correl_spearman	NA	copresence	Ftrad-Otu-00016	BacV5-Otu-000085	Ftrad-Otu-00016->BacV5-Otu-000085=correl_spearman	5.52547861674135e-05	5.52547861674135e-05	false	NA	Ftrad-Otu-00016->BacV5-Otu-000085=correl_spearman	0.55611627717064
223026	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00071	BacV5-Otu-000013	Ftrad-Otu-00071->BacV5-Otu-000013=correl_spearman	0.000119716475743825	0.000119716475743825	false	NA	Ftrad-Otu-00071->BacV5-Otu-000013=correl_spearman	-0.534117697762753
223029	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00011	BacV5-Otu-000119	Ftrad-Otu-00011->BacV5-Otu-000119=correl_spearman	0.000812291751622229	0.000812291751622229	false	NA	Ftrad-Otu-00011->BacV5-Otu-000119=correl_spearman	-0.470905923344947
223031	correl_spearman	NA	mutualExclusion	BacV5-Otu-000153	Ftrad-Otu-00093	BacV5-Otu-000153->Ftrad-Otu-00093=correl_spearman	0.000258005153451535	0.000258005153451535	false	NA	BacV5-Otu-000153->Ftrad-Otu-00093=correl_spearman	0.00025801
223037	correl_spearman	NA	copresence	Ftrad-Otu-00010	Ftrad-Otu-00066	Ftrad-Otu-00010->Ftrad-Otu-00066=correl_spearman	2.75476813156317e-05	2.75476813156317e-05	false	NA	Ftrad-Otu-00010->Ftrad-Otu-00066=correl_spearman	2.755e-05
223038	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00368	BacV5-Otu-000010	Ftrad-Otu-00368->BacV5-Otu-000010=correl_spearman	5.81087577389283e-07	5.81087577389283e-07	false	NA	Ftrad-Otu-00368->BacV5-Otu-000010=correl_spearman	-0.657681755464904
223039	correl_spearman	NA	copresence	BacV5-Otu-000033	BacV5-Otu-000197	BacV5-Otu-000033->BacV5-Otu-000197=correl_spearman	1.15371042719303e-08	1.15371042719303e-08	false	NA	BacV5-Otu-000033->BacV5-Otu-000197=correl_spearman	1e-08
223040	correl_spearman	NA	copresence	Ftrad-Otu-00122	Ftrad-Otu-00121	Ftrad-Otu-00122->Ftrad-Otu-00121=correl_spearman	2.7135462234984e-06	2.7135462234984e-06	false	NA	Ftrad-Otu-00122->Ftrad-Otu-00121=correl_spearman	0.627760801642231
223042	correl_spearman	NA	copresence	Ftrad-Otu-00056	Ftrad-Otu-00038	Ftrad-Otu-00056->Ftrad-Otu-00038=correl_spearman	0.000146282310051538	0.000146282310051538	false	NA	Ftrad-Otu-00056->Ftrad-Otu-00038=correl_spearman	0.528118937953883
223044	correl_spearman	NA	copresence	BacV5-Otu-000196	Ftrad-Otu-00031	BacV5-Otu-000196->Ftrad-Otu-00031=correl_spearman	0.000172876109044928	0.000172876109044928	false	NA	BacV5-Otu-000196->Ftrad-Otu-00031=correl_spearman	0.00017288
223046	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00003	BacV5-Otu-000053	Ftrad-Otu-00003->BacV5-Otu-000053=correl_spearman	0.000217767283173909	0.000217767283173909	false	NA	Ftrad-Otu-00003->BacV5-Otu-000053=correl_spearman	-0.515817042430696
223047	correl_spearman	NA	mutualExclusion	BacV5-Otu-000196	BacV5-Otu-000161	BacV5-Otu-000196->BacV5-Otu-000161=correl_spearman	0.00030842118639951	0.00030842118639951	false	NA	BacV5-Otu-000196->BacV5-Otu-000161=correl_spearman	-0.504602771286046
223049	correl_spearman	NA	copresence	BacV5-Otu-000004	BacV5-Otu-000268	BacV5-Otu-000004->BacV5-Otu-000268=correl_spearman	7.12237497424439e-07	7.12237497424439e-07	false	NA	BacV5-Otu-000004->BacV5-Otu-000268=correl_spearman	7.1e-07
223052	correl_spearman	NA	copresence	BacV5-Otu-000008	BacV5-Otu-000063	BacV5-Otu-000008->BacV5-Otu-000063=correl_spearman	6.23625204416722e-05	6.23625204416722e-05	false	NA	BacV5-Otu-000008->BacV5-Otu-000063=correl_spearman	6.236e-05
223055	correl_spearman	NA	copresence	Ftrad-Otu-00124	Ftrad-Otu-00165	Ftrad-Otu-00124->Ftrad-Otu-00165=correl_spearman	0.000123192293131069	0.000123192293131069	false	NA	Ftrad-Otu-00124->Ftrad-Otu-00165=correl_spearman	0.00012319
223057	correl_spearman	NA	copresence	Ftrad-Otu-00073	BacV5-Otu-000009	Ftrad-Otu-00073->BacV5-Otu-000009=correl_spearman	9.91583134268836e-07	9.91583134268836e-07	false	NA	Ftrad-Otu-00073->BacV5-Otu-000009=correl_spearman	0.647733674937065
223059	correl_spearman	NA	copresence	BacV5-Otu-000041	BacV5-Otu-000057	BacV5-Otu-000041->BacV5-Otu-000057=correl_spearman	1.84094628652431e-07	1.84094628652431e-07	false	NA	BacV5-Otu-000041->BacV5-Otu-000057=correl_spearman	1.8e-07
223061	correl_spearman	NA	copresence	BacV5-Otu-000059	BacV5-Otu-000073	BacV5-Otu-000059->BacV5-Otu-000073=correl_spearman	9.42402432195788e-05	9.42402432195788e-05	false	NA	BacV5-Otu-000059->BacV5-Otu-000073=correl_spearman	9.424e-05
223068	correl_spearman	NA	copresence	Ftrad-Otu-00252	Ftrad-Otu-00289	Ftrad-Otu-00252->Ftrad-Otu-00289=correl_spearman	1.62395278912042e-05	1.62395278912042e-05	false	NA	Ftrad-Otu-00252->Ftrad-Otu-00289=correl_spearman	1.624e-05
223073	correl_spearman	NA	copresence	BacV5-Otu-000056	BacV5-Otu-000205	BacV5-Otu-000056->BacV5-Otu-000205=correl_spearman	4.74718263610008e-06	4.74718263610008e-06	false	NA	BacV5-Otu-000056->BacV5-Otu-000205=correl_spearman	4.75e-06
223080	correl_spearman	NA	mutualExclusion	BacV5-Otu-000289	BacV5-Otu-000043	BacV5-Otu-000289->BacV5-Otu-000043=correl_spearman	0.000529680603615024	0.000529680603615024	false	NA	BacV5-Otu-000289->BacV5-Otu-000043=correl_spearman	-0.486264547908352
223082	correl_spearman	NA	mutualExclusion	BacV5-Otu-000190	BacV5-Otu-000153	BacV5-Otu-000190->BacV5-Otu-000153=correl_spearman	1.10538471325139e-05	1.10538471325139e-05	false	NA	BacV5-Otu-000190->BacV5-Otu-000153=correl_spearman	-0.596836559058598
223083	correl_spearman	NA	copresence	Ftrad-Otu-00154	BacV5-Otu-000041	Ftrad-Otu-00154->BacV5-Otu-000041=correl_spearman	2.23668795706899e-08	2.23668795706899e-08	false	NA	Ftrad-Otu-00154->BacV5-Otu-000041=correl_spearman	0.710168653591633
223085	correl_spearman	NA	copresence	Ftrad-Otu-00132	BacV5-Otu-000136	Ftrad-Otu-00132->BacV5-Otu-000136=correl_spearman	1.86868335638746e-05	1.86868335638746e-05	false	NA	Ftrad-Otu-00132->BacV5-Otu-000136=correl_spearman	0.584230942304631
223090	correl_spearman	NA	mutualExclusion	BacV5-Otu-000206	BacV5-Otu-000170	BacV5-Otu-000206->BacV5-Otu-000170=correl_spearman	0.000111933773219386	0.000111933773219386	false	NA	BacV5-Otu-000206->BacV5-Otu-000170=correl_spearman	-0.536101228937799
223091	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00007	BacV5-Otu-000334	Ftrad-Otu-00007->BacV5-Otu-000334=correl_spearman	0.000328585765579259	0.000328585765579259	false	NA	Ftrad-Otu-00007->BacV5-Otu-000334=correl_spearman	-0.502514237503207
223093	correl_spearman	NA	mutualExclusion	BacV5-Otu-000027	Ftrad-Otu-00031	BacV5-Otu-000027->Ftrad-Otu-00031=correl_spearman	4.44170569009472e-05	4.44170569009472e-05	false	NA	BacV5-Otu-000027->Ftrad-Otu-00031=correl_spearman	4.442e-05
223095	correl_spearman	NA	copresence	BacV5-Otu-000113	BacV5-Otu-000119	BacV5-Otu-000113->BacV5-Otu-000119=correl_spearman	2.41771047626571e-11	2.41771047626571e-11	false	NA	BacV5-Otu-000113->BacV5-Otu-000119=correl_spearman	0
223097	correl_spearman	NA	copresence	Ftrad-Otu-00135	Ftrad-Otu-00066	Ftrad-Otu-00135->Ftrad-Otu-00066=correl_spearman	0.000154181048985347	0.000154181048985347	false	NA	Ftrad-Otu-00135->Ftrad-Otu-00066=correl_spearman	0.526523369137719
223098	correl_spearman	NA	copresence	BacV5-Otu-000012	Ftrad-Otu-00368	BacV5-Otu-000012->Ftrad-Otu-00368=correl_spearman	2.42692785974441e-05	2.42692785974441e-05	false	NA	BacV5-Otu-000012->Ftrad-Otu-00368=correl_spearman	2.427e-05
223099	correl_spearman	NA	copresence	Ftrad-Otu-00092	Ftrad-Otu-00028	Ftrad-Otu-00092->Ftrad-Otu-00028=correl_spearman	4.77879971536588e-05	4.77879971536588e-05	false	NA	Ftrad-Otu-00092->Ftrad-Otu-00028=correl_spearman	0.560056910976905
223100	correl_spearman	NA	mutualExclusion	BacV5-Otu-000084	BacV5-Otu-000225	BacV5-Otu-000084->BacV5-Otu-000225=correl_spearman	0.000308619745728156	0.000308619745728156	false	NA	BacV5-Otu-000084->BacV5-Otu-000225=correl_spearman	0.00030862
223102	correl_spearman	NA	copresence	BacV5-Otu-000053	BacV5-Otu-000022	BacV5-Otu-000053->BacV5-Otu-000022=correl_spearman	0.000116559191258525	0.000116559191258525	false	NA	BacV5-Otu-000053->BacV5-Otu-000022=correl_spearman	0.534908063261957
223103	correl_spearman	NA	copresence	Ftrad-Otu-00091	BacV5-Otu-000071	Ftrad-Otu-00091->BacV5-Otu-000071=correl_spearman	1.33793817018724e-05	1.33793817018724e-05	false	NA	Ftrad-Otu-00091->BacV5-Otu-000071=correl_spearman	0.592323322001423
223105	correl_spearman	NA	copresence	BacV5-Otu-000305	BacV5-Otu-000063	BacV5-Otu-000305->BacV5-Otu-000063=correl_spearman	6.77424183415098e-09	6.77424183415098e-09	false	NA	BacV5-Otu-000305->BacV5-Otu-000063=correl_spearman	0.72649075895445
223106	correl_spearman	NA	copresence	BacV5-Otu-000115	Ftrad-Otu-00093	BacV5-Otu-000115->Ftrad-Otu-00093=correl_spearman	1.61239716225392e-05	1.61239716225392e-05	false	NA	BacV5-Otu-000115->Ftrad-Otu-00093=correl_spearman	1.612e-05
223108	correl_spearman	NA	copresence	Ftrad-Otu-00005	BacV5-Otu-000006	Ftrad-Otu-00005->BacV5-Otu-000006=correl_spearman	0.000171396695971548	0.000171396695971548	false	NA	Ftrad-Otu-00005->BacV5-Otu-000006=correl_spearman	0.523284109817788
223110	correl_spearman	NA	copresence	Ftrad-Otu-00076	Ftrad-Otu-00106	Ftrad-Otu-00076->Ftrad-Otu-00106=correl_spearman	1.5825840637973e-10	1.5825840637973e-10	false	NA	Ftrad-Otu-00076->Ftrad-Otu-00106=correl_spearman	0
223111	correl_spearman	NA	mutualExclusion	Ftrad-Otu-00004	Ftrad-Otu-00055	Ftrad-Otu-00004->Ftrad-Otu-00055=correl_spearman	0.000206414163601787	0.000206414163601787	false	NA	Ftrad-Otu-00004->Ftrad-Otu-00055=correl_spearman	0.00020641
223113	correl_spearman	NA	mutualExclusion	BacV5-Otu-000062	BacV5-Otu-000010	BacV5-Otu-000062->BacV5-Otu-000010=correl_spearman	4.01148122994854e-05	4.01148122994854e-05	false	NA	BacV5-Otu-000062->BacV5-Otu-000010=correl_spearman	-0.564732540373114
223114	correl_spearman	NA	copresence	BacV5-Otu-000010	BacV5-Otu-000225	BacV5-Otu-000010->BacV5-Otu-000225=correl_spearman	3.0205018668239e-05	3.0205018668239e-05	false	NA	BacV5-Otu-000010->BacV5-Otu-000225=correl_spearman	3.021e-05
223117	correl_spearman	NA	copresence	BacV5-Otu-000050	BacV5-Otu-000077	BacV5-Otu-000050->BacV5-Otu-000077=correl_spearman	7.40037993895992e-06	7.40037993895992e-06	false	NA	BacV5-Otu-000050->BacV5-Otu-000077=correl_spearman	7.4e-06
223118	correl_spearman	NA	copresence	BacV5-Otu-000041	BacV5-Otu-000161	BacV5-Otu-000041->BacV5-Otu-000161=correl_spearman	7.05361453716691e-05	7.05361453716691e-05	false	NA	BacV5-Otu-000041->BacV5-Otu-000161=correl_spearman	7.054e-05
223120	correl_spearman	NA	copresence	BacV5-Otu-000158	BacV5-Otu-000027	BacV5-Otu-000158->BacV5-Otu-000027=correl_spearman	8.35357263251346e-07	8.35357263251346e-07	false	NA	BacV5-Otu-000158->BacV5-Otu-000027=correl_spearman	0.650972207161516
223122	correl_spearman	NA	copresence	BacV5-Otu-000105	BacV5-Otu-000010	BacV5-Otu-000105->BacV5-Otu-000010=correl_spearman	8.65961187476172e-05	8.65961187476172e-05	false	NA	BacV5-Otu-000105->BacV5-Otu-000010=correl_spearman	0.543547108335648
223126	correl_spearman	NA	copresence	Ftrad-Otu-00002	Ftrad-Otu-00043	Ftrad-Otu-00002->Ftrad-Otu-00043=correl_spearman	5.70759563478518e-06	5.70759563478518e-06	false	NA	Ftrad-Otu-00002->Ftrad-Otu-00043=correl_spearman	5.71e-06
